,Finanzierungsart,Year,Melder,Sektor,Annex2,Empfängerland,ODA-Art,Projektbeschreibung,Organisation,Art der Organisation,ProjectNumber,Zusage,Auszahlung,ISO
6874,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Education and Research,12182.0,No,"South of Sahara, regional",Bil ODA,"1. Funding contract 2017 - Financing of the European-African Studies - Medical research of particular importance for the developing country, capacity building in education and research in medical research","Other multilateral institutions, Other",Other multilateral institutions,01KA1711_N,0.0,130838.00000000001,
6875,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Education and Research,43060.0,Yes,Viet Nam,Bil ODA,"Collaborative project NUR - Integrating ecosystem-based approaches in flood risk management for adapted and sustainable urban development in central Vietnam, FloodAdaptVN, sub-project 5 - Decision support systems and risk transfer, sub-project 7 - Vulnerability and ecosystem-based adaptation - Strengthening civil society/ crisis prevention and help with solving conflicts",United Nations University (including Endowment Fund) ,"United Nations (UN) agency, fund or commission",01LE1905G,171013.0,146790.0,VNM
6876,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Education and Research,23182.0,Yes,"Western Africa, regional",Bil ODA,"CLIENT II - collaborative project - APV-MaGa - Agrophotovoltaics for Mali and The Gambia - Sustainable Electricity Production by Integrated Food, Energy and Water Systems, sub-project - Focusing on Integrated Water Management - Energy technologies and energy efficiency",United Nations University (including Endowment Fund) ,"United Nations (UN) agency, fund or commission",03SF0604A,493344.0,41026.0,
6877,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Education and Research,43060.0,Yes,"Western Africa, regional",Bil ODA,CLIENT II - Collaborative project Climate Adaptation - Implementing CLIMate-sensitive Adaptation strategies to reduce Flood RIsk in the transboundary Lower Mono River catchment in Togo and Benin (CLIMAFRI) - Strengthening civil society/ crisis prevention and help with solving conflicts,United Nations University (including Endowment Fund) ,"United Nations (UN) agency, fund or commission",01LZ1710A_L,0.0,54201.0,
6878,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Education and Research,43060.0,Yes,"Western Africa, regional",Bil ODA,CLIENT II - Collaborative project Climate Adaptation - Implementing CLIMate-sensitive Adaptation strategies to reduce Flood RIsk in the transboundary Lower Mono River catchment in Togo and Benin (CLIMAFRI) - Strengthening civil society/ crisis prevention and help with solving conflicts,United Nations University (including Endowment Fund) ,"United Nations (UN) agency, fund or commission",01LZ1710A_N,0.0,82551.0,
6879,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Finance,15210.0,Yes,"Africa, regional",Bil ODA,Development of an Options Paper for a funding mechanism for Security and Stability in the Sahel.,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614350_N,262844.0,262844.0,
6880,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Finance,15210.0,Yes,"Africa, regional",Bil ODA,Strengthening of operational capabilities of francophone police contributing countries in Subsaharan Africa through improved pre-deployment training / preparation for deployments to UN High Risk Peacekeeping Missions.,United Nations Institute for Training and Research ,"United Nations (UN) agency, fund or commission",6614216_N,791304.0,780240.9999999999,
6881,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Finance,15210.0,Yes,"Africa, regional",Bil ODA,Development of an Options Paper for a funding mechanism for Security and Stability in the Sahel.,United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6614350_L,289696.99999999994,289696.99999999994,
6882,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Federal Ministry of Finance,15210.0,No,"Africa, regional",Bil ODA,"Strengthening of the G5 Sahel Joint Force's and the G5 Sahel member states' national police organisations capacities to efficiently use INTERPOL's communication and data exchange systems, equipment with respective material, integrated criminal police training measures","Multilateral Organisations, Other",Multilateral Organisations,6612666,4442827.0,2342653.0,
6883,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Finance,15210.0,Yes,"Africa, regional",Bil ODA,Strengthening of operational capabilities of francophone police contributing countries in Subsaharan Africa through improved pre-deployment training / preparation for deployments to UN High Risk Peacekeeping Missions.,United Nations Institute for Training and Research ,"United Nations (UN) agency, fund or commission",6614216_L,1748182.0,1723742.0,
6884,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Federal Ministry of Finance,15210.0,No,"Africa, regional",Bil ODA,"Through the delivery of strategic and legal advisory services, equipment aid and training measures, the set-up and the operationalization of the African Union Criminal Police Organization (AFRIPOL) is to be achieved.","Multilateral Organisations, Other",Multilateral Organisations,6614160_N,683057.0,683057.0,
6885,"Beitrag zu multilateralen Programmen, Fonds und Trusts (bil. ODA)",2020,Federal Ministry of Finance,15210.0,No,"Africa, regional",Bil ODA,"Through the delivery of strategic and legal advisory services, equipment aid and training measures, the set-up and the operationalization of the African Union Criminal Police Organization (AFRIPOL) is to be achieved.","Multilateral Organisations, Other",Multilateral Organisations,6614160_L,752842.0,752842.0,
6886,Kernbeitrag (multi. ODA),2020,Federal Ministry of Finance,99810.0,Yes,"Bilateral, unspecified",Multi ODA,Contribution to EBRD-ETC,European Bank for Reconstruction and Development - Early Transition Countries Fund,Regional Development Banks,46018,569801.0,569801.0,
6887,Kernbeitrag (multi. ODA),2020,Federal Ministry of Finance,99810.0,Yes,"Bilateral, unspecified",Multi ODA,Contribution to OECD-Dev. Centre,OECD Development Centre ,Other multilateral institutions,47081,551115.0,551115.0,
6888,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Finance,15210.0,Yes,Burkina Faso,Bil ODA,Improvement of the security situation in Burkina Faso through strengthening of the national security agencies's capacities to efficiently fight terrorism and TOC. train and equip measures in the field of criminal policing. enhancing the regional police cooperation,United Nations Office on Drugs and Crime ,"United Nations (UN) agency, fund or commission",6612698,227087.0,227087.0,BFA
6889,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Finance,15210.0,Yes,Burkina Faso,Bil ODA,"Areas in Burkina Faso that have been freed by the military are to be secured quickly and extensively by the gendarmerie and police so that the population can return in safety. This presence strengthens the state's monopoly of violence and the security forces executing it, and limits the sphere of influence, operations and recruitment of terrorist and criminal actors.",United Nations Development Programme ,"United Nations (UN) agency, fund or commission",6615434,22792023.0,22792023.0,BFA
6890,Beitrag für Vorhaben und sonstiges (bil. ODA),2020,Federal Ministry of Finance,15210.0,Yes,"Developing countries, unspecified",Bil ODA,"The aim of the project is to contribute to the international community's capacity to security sector reform by providing - 1. Members with effective advisory field services, professional development and training support, operational guidance tools and knowledge services. 2. The broader security and justice community access to good practice knowledge products.",Geneva Centre for the Democratic Control of Armed Forces,Other multilateral institutions,6615394,455840.0,455840.0,
